label,mean_x0,mean_y0,mean_z0,mean_x1,mean_y1,mean_z1,mean_x2,mean_y2,mean_z2,mean_x3,mean_y3,mean_z3,mean_x4,mean_y4,mean_z4,mean_x5,mean_y5,mean_z5,mean_x6,mean_y6,mean_z6,mean_x7,mean_y7,mean_z7,mean_x8,mean_y8,mean_z8,mean_x9,mean_y9,mean_z9,mean_x10,mean_y10,mean_z10,mean_x11,mean_y11,mean_z11,mean_x12,mean_y12,mean_z12,mean_x13,mean_y13,mean_z13,mean_x14,mean_y14,mean_z14,mean_x15,mean_y15,mean_z15,mean_x16,mean_y16,mean_z16,mean_x17,mean_y17,mean_z17,mean_x18,mean_y18,mean_z18,mean_x19,mean_y19,mean_z19,mean_x20,mean_y20,mean_z20,std_x0,std_y0,std_z0,std_x1,std_y1,std_z1,std_x2,std_y2,std_z2,std_x3,std_y3,std_z3,std_x4,std_y4,std_z4,std_x5,std_y5,std_z5,std_x6,std_y6,std_z6,std_x7,std_y7,std_z7,std_x8,std_y8,std_z8,std_x9,std_y9,std_z9,std_x10,std_y10,std_z10,std_x11,std_y11,std_z11,std_x12,std_y12,std_z12,std_x13,std_y13,std_z13,std_x14,std_y14,std_z14,std_x15,std_y15,std_z15,std_x16,std_y16,std_z16,std_x17,std_y17,std_z17,std_x18,std_y18,std_z18,std_x19,std_y19,std_z19,std_x20,std_y20,std_z20
brother,0.0,0.0,0.0,0.018183429321620318,-0.02964011256673695,0.0023585779650862437,0.03871032280797979,-0.05641809026751898,8.88999188286471e-05,0.05481917422627453,-0.0700166800380808,-0.005667736120185028,0.06492125083057754,-0.07553191311591495,-0.010808357641588584,0.036673013434077785,-0.08497156426969883,0.0054079066971889815,0.0670483070631734,-0.09055365450614322,-0.004352795406067,0.08214877732098103,-0.07938452790268755,-0.013137456735501684,0.08913319843071224,-0.06836545335508026,-0.01837954309237291,0.03791704808518422,-0.07712332838404495,-0.0020588747420250794,0.06741216988096722,-0.07661000949091616,-0.010639010991881474,0.07466992361685343,-0.06135070482186512,-0.016240012986696393,0.07393812726095186,-0.048523003284910084,-0.019320040190092123,0.03856911094842759,-0.06482176469490591,-0.010440889864168672,0.06720926525252582,-0.06341623495110368,-0.018815163319119022,0.07300200618276026,-0.048376196517353566,-0.019325714025881742,0.07092628926368413,-0.0357795323418305,-0.018259498537085795,0.03857464687816337,-0.05016901667139172,-0.019137907642562478,0.062382793746295226,-0.04822815994245816,-0.02298831300869773,0.06711360556691622,-0.03706042587229636,-0.019925000454213016,0.06549633645444317,-0.026571782553090458,-0.01649833778943495,0.0,0.0,0.0,0.01365930648273802,0.014343350403803825,0.008535674893907287,0.016596239120592746,0.023391986654277074,0.012310379090293713,0.01757264189522402,0.030430727768058205,0.014541210563458655,0.01962319128671152,0.03997582765139847,0.01677135495752834,0.031078578276438514,0.03242144852182573,0.011981486370660214,0.03139102618311657,0.042473586447129605,0.014970068546738505,0.029298484795858074,0.04585491618777236,0.016773557190302636,0.031230886718782547,0.04694334773108395,0.017939387894845744,0.03624602246482786,0.034769920271598774,0.00988905130860875,0.0324736978250645,0.045650006497314745,0.013226435762270632,0.024829666093674707,0.04570857359608926,0.013697814552660205,0.022394482969380076,0.04407205455741658,0.013817897314387248,0.04092663206130903,0.037816153433702565,0.008561140417892058,0.03792000966499659,0.04833018541097888,0.01103005758791307,0.03154120141547844,0.04727604802340155,0.010140412485307698,0.029871803562882538,0.044751676540732054,0.00955182096752343,0.045638121092590335,0.04144946994296385,0.00847117031843958,0.04463153125758898,0.0510539319606569,0.010068895968248242,0.03966324947595292,0.0505958514446892,0.010115332812495688,0.03764477054053498,0.04824540184121617,0.010165663981198371
brother,0.0,0.0,0.0,0.02444730067382688,-0.01572836935520172,-0.004321817484539887,0.051129947315253645,-0.03945526837006859,-0.007488216996957077,0.07153252570930382,-0.05453513757042263,-0.012143432007047058,0.08589709463083874,-0.06215041973020719,-0.01591326579394604,0.05054845428094268,-0.07379920197569806,-0.001312830624899315,0.08233426845349047,-0.08449412202057631,-0.012902682338658896,0.09958842949455847,-0.08232556996138199,-0.02233421829930851,0.11052270041292776,-0.07921613914811093,-0.027832042593521466,0.0487308409469931,-0.07007525537324988,-0.005607585258814662,0.08112627666686541,-0.07937641085489937,-0.01582995329739615,0.09718896904150429,-0.07623108800338663,-0.02256534936009011,0.1078941190574804,-0.07221265266770902,-0.026326409953572823,0.046405364617543375,-0.06188771420198938,-0.011328261529582759,0.07838739578247718,-0.06888989423928053,-0.021570509131959716,0.0908977806608638,-0.0622846905304038,-0.02358291403619487,0.09752525658468189,-0.055788600898307304,-0.0231164203451707,0.043510133096867284,-0.050567049047221306,-0.017803795700696522,0.0706454062955859,-0.05646729728449946,-0.024493543411536582,0.08170876597337749,-0.05221601705188337,-0.023572639471701826,0.08784051719324096,-0.047217947957308395,-0.02133598469235064,0.0,0.0,0.0,0.01320877688198243,0.021841746033554318,0.006928859639717945,0.02459494000473619,0.0324759957797277,0.008541430271091197,0.03245828841537146,0.03903740953539284,0.009480472895529803,0.04024121770852316,0.04521542159099596,0.011126107035326176,0.04154132873089527,0.028429602052199805,0.009888882045402433,0.052993271901578466,0.03546465183544296,0.011951381639197279,0.062267098800629556,0.03781362579377392,0.013091042419343743,0.07242815937102955,0.03851176945265718,0.013963688220956406,0.04299784061621358,0.024002948805959864,0.009584600834029476,0.054499241642717196,0.032229590256201174,0.011443490205248947,0.06321222495567473,0.034689978641993524,0.011929932024955845,0.07482648834690413,0.03532926007639806,0.012777168972232498,0.044095023514910875,0.02372135886556816,0.01048254909384438,0.054999380946672574,0.02983974825943804,0.011129227807131914,0.06385290666893657,0.02773531846426905,0.011153065417333128,0.07499866009822366,0.026614521367551904,0.011837045375055899,0.04521064561128554,0.027256453941829493,0.012484519619941492,0.054055974379973386,0.031407214063745685,0.012518404220145263,0.0612324952958749,0.02989667431344452,0.012633498014930758,0.06998646311612103,0.028741090655179522,0.013373121055159446
brother,0.0,0.0,0.0,0.01930210161311873,-0.013787505184781963,-0.005604809386559817,0.03995659857474525,-0.03513532697126783,-0.00879286246833535,0.05668069903963599,-0.04900393969026105,-0.012566344311340894,0.06906288675963879,-0.05668544358220594,-0.015524694936605871,0.03273059424526732,-0.06457597376971409,-0.002059356627411757,0.06307357453323643,-0.07143169590111437,-0.011325163308567397,0.08244324199341495,-0.06938360811307512,-0.01964369342096522,0.0963565721979429,-0.06613664406126943,-0.02477914783907078,0.03177826456597139,-0.061183030749189446,-0.004297514984115691,0.0626010125952548,-0.06656190752983093,-0.012575882315974108,0.08098758769960239,-0.06436320959494032,-0.018757727058597806,0.09542000467150376,-0.06145817375388639,-0.022600897141484864,0.03163284927221208,-0.05408008062633975,-0.007816893130179529,0.061425537449018706,-0.05904386166868539,-0.015870701272487672,0.07705174521382513,-0.05570228500612851,-0.018398426229011233,0.08818068143365712,-0.05190023368802564,-0.018913306633881584,0.032092966685264276,-0.0446427413101854,-0.012163071018369921,0.05668337604609029,-0.050103120505809784,-0.017392302420775073,0.06902316308997829,-0.048278519305689584,-0.01712199384532665,0.07762365871719246,-0.04549981294007137,-0.01581443177783911,0.0,0.0,0.0,0.01211893569026344,0.016897890861329635,0.005943174049160494,0.02453222447233867,0.02749102601736507,0.008027093699587535,0.03402309489282104,0.03518559929476126,0.009292083505519022,0.04184910844062312,0.041351185380480035,0.01085289414573285,0.0339102002315635,0.03224418426894758,0.008819089294645246,0.04427761438338865,0.038881494928014584,0.010757828604375737,0.05325002383447205,0.04017961149799027,0.011480845624932718,0.061565179144895864,0.040146732857942756,0.011905851810904738,0.03321400895455183,0.031666881636411355,0.008671911797276947,0.04395067740396099,0.03859864384986473,0.010511363747924479,0.05248159293041645,0.03962131137339179,0.010070381404992685,0.06234202864519769,0.03900501633892775,0.010065576621330709,0.03214294791394081,0.03145070077941941,0.00968558137925594,0.04284184728295019,0.037676734600751625,0.010890485097795232,0.05116520409641645,0.037761757347122185,0.009566930370098878,0.060592154120376336,0.03706644426868563,0.009139203959893687,0.03144163284658848,0.03193291705648828,0.011547099611652827,0.04028461265198281,0.037114126401207266,0.012389301060722549,0.04692728996935051,0.03757879508843891,0.011732825266836163,0.054188581252731044,0.03759880359932904,0.011546202539527359
come,0.0,0.0,0.0,0.0337108059653214,-0.016771441059453145,-0.002582257456499093,0.06701089494994708,-0.03320219048431942,-0.007411945257747021,0.09063223323651723,-0.04032444741044726,-0.01333089447862536,0.10807327500411443,-0.043562413326331546,-0.019031478374709514,0.0655403696000576,-0.05698097922972271,-0.011818134738707187,0.09483662673405238,-0.049551120826176236,-0.026347696190678654,0.10693934080856186,-0.037830453898225515,-0.03641349542045701,0.11298442365867752,-0.028227608118738447,-0.04215665678817514,0.05240053151335035,-0.05014615612370627,-0.018374683784366193,0.08269923393215452,-0.04207637054579599,-0.0300815761811885,0.09559537949306625,-0.029947781137057712,-0.035860025057747436,0.10252846937094416,-0.020217222826821462,-0.03969276690614011,0.03775135427713394,-0.038198451910700114,-0.02551909957704268,0.06649095458643776,-0.03080239998442786,-0.03605236698257538,0.07915839020695005,-0.020053010966096605,-0.037101214127859904,0.0865560131413596,-0.011517619448048728,-0.037172826014196705,0.02262859951172556,-0.022473993045943125,-0.032993118884058044,0.04580859201295035,-0.01808731577226094,-0.03992055994283409,0.05742792412638664,-0.011723734438419342,-0.038530372860587345,0.06555950535195214,-0.0054950181926999775,-0.036714099161966676,0.0,0.0,0.0,0.02002036691509401,0.008989881635469842,0.0033544837585709666,0.03881757715558679,0.021925307174327262,0.006114763608691801,0.053031692443693046,0.03800018647819071,0.009898222984339403,0.06393618061710071,0.05238680523462233,0.014567694364833305,0.04821346565775377,0.03030316009318668,0.018279900090321256,0.06419174179071091,0.06022500283973073,0.02601223941346233,0.06986666876978714,0.0810261012644117,0.02910973048398271,0.07350015474105062,0.09773721592589009,0.030613345292583184,0.041822859080332675,0.03807870229108654,0.02080890128656962,0.059406957504292875,0.07059909491120815,0.02825844296304123,0.06591935996526765,0.09187825187517243,0.02928621341617786,0.06959970865022187,0.10904375241747727,0.029934300152670065,0.03557347471671846,0.04660001975515446,0.02248646492597231,0.05264449892979689,0.07847111764701957,0.028882464504499775,0.059036089789512046,0.09750497499534583,0.028936286247333277,0.06313710990301134,0.11223709940530895,0.028637602870201947,0.03261084705365603,0.055214430694619995,0.02385019070456419,0.04487731040480183,0.08063841899753793,0.028656641747508888,0.05037349483057398,0.09457225317338883,0.029663316519902568,0.0546149603597612,0.10563489873737751,0.030102429923356027
come,0.0,0.0,0.0,0.03301614758215452,-0.014879760773558365,-0.0057650109219579545,0.06482945774730883,-0.03783892095088959,-0.009387166731789626,0.08642918891028355,-0.056304914386648884,-0.014597780784243734,0.10213701270128552,-0.07051418878530201,-0.019659701969910525,0.06072897738532016,-0.06934612518862675,-0.001954954230123362,0.08335723531873603,-0.0850842822539179,-0.016666571362294273,0.09654705069567028,-0.08244913816452026,-0.028789001269616202,0.10528939727105592,-0.07801729754397743,-0.035654905206972065,0.049328348354289404,-0.06869026312702581,-0.0064260985565957225,0.0744139701128006,-0.08154332167223881,-0.019115839725649196,0.08642578438708656,-0.07626885332559284,-0.02774275759293327,0.09442037030270226,-0.0704119346643749,-0.0324119218023148,0.035032561735103,-0.06409488696801036,-0.012822739897131346,0.06030611223296115,-0.07456378325035698,-0.025826016608718503,0.07095904256168165,-0.06821263856009434,-0.028530784161903272,0.0773566584838064,-0.06100171961282429,-0.028169989379852926,0.018485277891159058,-0.055330597256359304,-0.01999856388168872,0.04115651155772962,-0.06431046206700175,-0.029681052419045464,0.05346784152482685,-0.06105123460292816,-0.0298457248894642,0.06126930917564191,-0.056411683559417725,-0.0280465719521386,0.0,0.0,0.0,0.015227730843307112,0.012199167098401631,0.0055999876684200535,0.023923927951541867,0.02014393107148306,0.008247339647300475,0.03067517128147149,0.027390112843712715,0.009488007906951574,0.03950491213696942,0.03338403179862509,0.011621420039003811,0.02435792072654592,0.03285355072176075,0.013090924132405184,0.029282195746708494,0.03852086711876025,0.01431694670402899,0.03442500407495014,0.037956218318588135,0.015137833662627182,0.04192521243932233,0.04262875061743106,0.016844503308844513,0.028000329829905225,0.03405095918309011,0.012448272805676825,0.031120314314376847,0.0394200378107982,0.013540819809034887,0.036903439682111974,0.03867589952988905,0.014913191339858812,0.04577317124912425,0.043639485779162955,0.017468330846442105,0.034034802605066194,0.035087272299507706,0.011607250319030713,0.03479653892948733,0.03978809673772309,0.012904762113475812,0.038822349438396304,0.038993793461826076,0.015197210591326572,0.04637828809565375,0.04286971774192606,0.01832154631728433,0.04133266227092816,0.034978023582019055,0.011187069621574737,0.042476286231196016,0.039490083049798376,0.013608590514191369,0.044663540319799314,0.03800834822841436,0.016478199386521314,0.04863068176151288,0.03963723512813172,0.019654389515656363
come,0.0,0.0,0.0,0.05193947007258733,-0.013952250281969706,-0.006324776752632359,0.09396859134236972,-0.03337302555640539,-0.013832848217079974,0.12145712226629257,-0.04848533123731613,-0.022563480916329908,0.14658688505490622,-0.05754921833674113,-0.031195962053310062,0.09204466020067532,-0.08277163902918498,-0.015207710354485796,0.11559697613120079,-0.05609062065680822,-0.034468231595328636,0.11911856879790624,-0.03468136116862297,-0.04765625669455398,0.1189977799852689,-0.022591764728228252,-0.054924281380657046,0.06439564004540443,-0.07860048115253448,-0.021847618189537215,0.09120147675275803,-0.046832618614037834,-0.038296711464930265,0.09723345935344696,-0.02664776270588239,-0.045512309985442645,0.0989239327609539,-0.014981197814146677,-0.05000737378208209,0.03687455008427302,-0.06564131503303845,-0.02973919442223627,0.06262156243125598,-0.03755658740798632,-0.04679088083861638,0.07284489025672276,-0.020544451971848805,-0.04992232214493919,0.07848022629817326,-0.009570961197217306,-0.049797079980580694,0.011321778098742167,-0.04691852008303007,-0.03812587741286425,0.033205906550089516,-0.027971432854731876,-0.050270087773187644,0.0454684483508269,-0.015279902766148249,-0.050840927509798295,0.053885498394568764,-0.006668602426846822,-0.04914603024245171,0.0,0.0,0.0,0.008742229981721725,0.004931732546967537,0.007938129815066901,0.015534779689898389,0.012012118355974724,0.008853829447248803,0.024503881185657866,0.02347984779189837,0.008911153768981222,0.0314609534057471,0.035092208236054405,0.010034324800123567,0.025983955957832462,0.015963706586513807,0.006018159661368103,0.03398725914428259,0.054467399514759124,0.009851233020018122,0.03299511246341956,0.08129720571574114,0.012674030631407512,0.031226930592714572,0.10092029775633951,0.014221161663659668,0.027299973312796228,0.021455035819627093,0.007046534427912298,0.03762792280226349,0.06614937562923051,0.012004122659039537,0.036641130383018375,0.09406423996722811,0.013727487461243616,0.034735665460507284,0.11443989257031903,0.014689141931815645,0.02914167382239689,0.02635434576041556,0.00889227859988654,0.04131518384128328,0.06972643927334828,0.01372623959625466,0.04320727439569957,0.0960277185958742,0.014083946545346953,0.04263443598670573,0.11629660192917922,0.014158579682057564,0.032739403963650486,0.029880572132218244,0.010771108960295402,0.044820282486934974,0.06246725353721763,0.013174382950315748,0.04866696370235742,0.08332427244068207,0.013436456219909947,0.05009227717761985,0.10054435128831868,0.013836221227633009
come,0.0,0.0,0.0,0.022443430077645085,-0.0047056896071280205,-0.0038006357658103883,0.04097414881952347,-0.009973930735741892,-0.00777939105521369,0.052365030973188335,-0.011705187059217883,-0.01178787590930621,0.06179335905659583,-0.0114713849559907,-0.015632918203017265,0.03905290557492164,-0.037577647355294994,-0.00999926884683472,0.049250206639689785,-0.010747077003602059,-0.01858691998181406,0.050769288693704916,0.006591755536294753,-0.02384208579212029,0.05074144371094242,0.016329772530063506,-0.02658789233209227,0.026191455702627858,-0.03320371335552585,-0.012259976255745519,0.037542053768711704,-0.0023888311078471523,-0.019272786738719534,0.039952331973660375,0.014172438652284684,-0.021998096626320053,0.04069503468851889,0.02325197862040612,-0.02376480314274551,0.013246978482892436,-0.02376854900390871,-0.014918921673918785,0.02395287444514613,0.004435324861157325,-0.02199733146971835,0.02779725193977356,0.018937794912245967,-0.022955961653970763,0.029888547235919584,0.027364048746324355,-0.022843981778437432,0.0013650607678198045,-0.011390396664219518,-0.01778677109743881,0.010180779041782502,0.009357498538109564,-0.022846407325465695,0.014821843754860663,0.020793378353118896,-0.022838573881162613,0.017980877430208268,0.027786326985205372,-0.02205198137230863,0.0,0.0,0.0,0.00369241915815578,0.009261675416035745,0.0031237813761698704,0.006990043157149354,0.028967893434859872,0.004096627353289145,0.011668939991503776,0.049282890491029165,0.004898021891630842,0.016661119047177687,0.06512003146140453,0.006127839159014887,0.01202122375786439,0.05199754230288611,0.003555190461128217,0.015700315254184208,0.07307426375167891,0.005211391454966328,0.0149218305070013,0.08610396833632677,0.0067297834192893225,0.01402564417786276,0.09778253028483613,0.007692661392333232,0.01267573399708035,0.054826617817657686,0.003612245792039367,0.017732403208607757,0.07805947442126154,0.0057081816372983405,0.017022047111199843,0.0937565211098768,0.006586019528964943,0.01614554763472579,0.10705384254777167,0.007163266847043136,0.01331396174668091,0.053608422458300574,0.00408764104701238,0.01917204483553582,0.07794520275737565,0.006564596453465996,0.019896831114945984,0.09364311111813678,0.007344604904477559,0.01981895729347654,0.10667551234730262,0.00767535085282737,0.014360145435800706,0.04961723609178307,0.004917228542988859,0.020329245551640666,0.07015630933820317,0.006640063029160506,0.022486598981248322,0.08270909103317464,0.0075203886852006985,0.023650622103223475,0.09355008372817442,0.008111126746121482
drink,0.0,0.0,0.0,0.033516999748018056,-0.006306890812185075,-0.004595692851832546,0.06266768276691437,-0.018742770784431033,-0.008291967928015904,0.08328915221823587,-0.029225881728861067,-0.014333652374463213,0.09756951944695579,-0.03627330561478933,-0.02007415630375993,0.052596944901678294,-0.05967797877060042,0.0032200217861431185,0.07179935938782162,-0.07781113353040484,-0.008622509820269582,0.08151077975829442,-0.07035361602902412,-0.01927219995155129,0.08459666785266665,-0.058035230471028224,-0.02475025128094506,0.03804940316412184,-0.06541282559434573,-0.00015014163121348758,0.059478622343805104,-0.0806930818491512,-0.011001321373946401,0.06515791018803914,-0.06901167333126068,-0.019326822492681292,0.06366509447495143,-0.05470345583226946,-0.023367508971002218,0.021500480671723683,-0.06909273688991864,-0.0053614859697156715,0.04313189287980398,-0.08094506503807174,-0.015580334551890333,0.048891111380524106,-0.06930041602916187,-0.018039824230880224,0.04733219825559192,-0.05540938592619366,-0.0173715289080663,0.002582402692900764,-0.06980253135164578,-0.011262508349317753,0.021824544502629176,-0.08036541897389624,-0.01738794496244053,0.031237445771694183,-0.07244482263922691,-0.016322151877425046,0.03455452455414666,-0.06083084849847688,-0.013820346454545706,0.0,0.0,0.0,0.011479602028824278,0.015537501919778682,0.0025687706086942467,0.021796613010374815,0.030334653039842514,0.004424730638005154,0.030040560635911796,0.04099882447198413,0.006661618042790698,0.03707781244118038,0.04959944213623054,0.009431074253966111,0.0206068246340831,0.02505367266878451,0.010087620445969525,0.030945696768441406,0.02700896394121837,0.01102408658112068,0.03756725397426605,0.029256676886286265,0.010711322846001948,0.0429964712110633,0.03350925355283793,0.010911073706336745,0.018339382946429332,0.020275249758601985,0.010868368671666486,0.029570204903882697,0.023841238156672568,0.011948825548820497,0.03581943798775687,0.02612273632308449,0.01068472445084543,0.04093104495253895,0.029655003203564637,0.010256066122710057,0.016470831027909253,0.020349129605934557,0.011094614737302758,0.027855255023933163,0.025000068318365952,0.011914646827626565,0.03342321842655516,0.026344474757975234,0.010243893220042342,0.038317579199508595,0.028483170463828738,0.009597072733988266,0.01627023108894388,0.02552751228765454,0.011458224068065502,0.02644448754425581,0.02981998413280699,0.012256437722524854,0.03098890342810107,0.029548574434400097,0.011819416072652555,0.034887297819751945,0.029091291635657938,0.011847238478869588
drink,0.0,0.0,0.0,0.03513878583908081,-0.053898920846539876,0.004226345683375672,0.0498738101748533,-0.10572706890660663,0.003184772857853429,0.05762296637823416,-0.14777218741039896,-0.003108303443579398,0.06203012618907662,-0.1869056661461675,-0.007003506831255486,0.01828638481539349,-0.16916593216186346,0.013811552245739172,0.057262171146481536,-0.18941623665565668,-0.005562802252391422,0.06279711252035097,-0.14187501544176145,-0.018322163176435095,0.05556669068890949,-0.103172185116036,-0.02243861685081873,0.009397528199262397,-0.17328235853550045,0.004334502121215075,0.056688354458919794,-0.19063844722370768,-0.014885376820984344,0.05637079754541086,-0.1329983292624008,-0.020224034094743673,0.0437093127605527,-0.09240838677384132,-0.01840588891345304,0.0017701817113299702,-0.17675107717514038,-0.007904617106622458,0.05018816715063051,-0.1867705673672432,-0.026095063492173096,0.0450327479562094,-0.13012079651965652,-0.02341363058303581,0.02927904905274857,-0.09381862573845443,-0.015151657728818683,-0.006000626918881438,-0.175888167564259,-0.020289517908199304,0.0343514576900837,-0.18909909766773844,-0.028266415770441016,0.03549594865288845,-0.15438341817190482,-0.02227306628196295,0.024410873651504517,-0.12971629722173825,-0.014330193094358849,0.0,0.0,0.0,0.0034586563569721763,0.007123067500740235,0.002369161104005858,0.00531899002864079,0.008385406652391637,0.00355847601408829,0.00645478534667662,0.011352304166897401,0.004683539808591779,0.00705869669527241,0.01547899843871278,0.005645814596286169,0.0064403057436116925,0.013231048271965624,0.0036478102317569995,0.006686124387191426,0.012774207952862035,0.005479477266380477,0.006205292841225517,0.012602364022300054,0.0065102984522351194,0.008073281447664296,0.018187266017387835,0.0067706108117379015,0.005191636313030955,0.012754763203450205,0.0032165623804992893,0.006044468832657921,0.010286635071768335,0.005648261682621618,0.005908083690882504,0.013021657304812608,0.005638685964296924,0.00938703029985025,0.02069151007339844,0.004887639480991649,0.0065999001689698925,0.011473856926406331,0.003209311081945045,0.006211003734133217,0.00928216577285309,0.0061686137570460655,0.006531996218751867,0.013756008571168574,0.005608353494583536,0.010318084280612743,0.02127167272928878,0.004194065948362623,0.011027781314912352,0.011877623187590818,0.0036830164792908734,0.008825965230040235,0.012510030472788952,0.00554389886274413,0.008844278771697646,0.013412424521377286,0.005320171381220088,0.01091960079876119,0.01744832862864494,0.004715259901197111
drink,0.0,0.0,0.0,0.043665371708950754,-0.010835358652017884,-0.004258303544779855,0.07315660028134362,-0.050754334967015154,-0.006419488248943898,0.09307779649556694,-0.07429581678519814,-0.0115612294758822,0.10445904378163612,-0.07782660247915882,-0.016175167854456825,0.04921964770656521,-0.12310572372654736,0.0034715027233560044,0.0680017430903548,-0.1730088384474738,-0.011572597357325881,0.06558291891873894,-0.15299392554719568,-0.021365446562521453,0.05652258658813218,-0.13383209250741085,-0.025100254800113245,0.028768093909247446,-0.13639424741268158,-0.0008531451205152772,0.04749561517925586,-0.18261367916050603,-0.01698065842478122,0.03926591650914338,-0.14925305242255582,-0.023061498027932004,0.027314886198205462,-0.12946408961789083,-0.023373919388316615,0.00767370856414407,-0.14778013300087492,-0.007395840507065603,0.030764728279437048,-0.18890154601658804,-0.024296447720636924,0.022157076556803816,-0.1498201618255195,-0.021869928334450738,0.009424069675348572,-0.12789689181214672,-0.015202267901089746,-0.014630550045078084,-0.15671574703212512,-0.0143862679819831,0.009785109152228145,-0.18647209011902244,-0.024658829702954087,0.007119518720497519,-0.15813073187561358,-0.019164079659276887,-0.0028521226624311025,-0.14082846752667832,-0.01202737703294892,0.0,0.0,0.0,0.005712320295490809,0.03593170198553016,0.007608691224339732,0.011400431290188522,0.08041453197402454,0.011823949048638309,0.01832741229184776,0.11789265148754478,0.013024161917933246,0.025869549856016725,0.15065378368012736,0.014454630941087338,0.023113846958188286,0.08233459318127719,0.019865155470797972,0.03255901375103009,0.10084989960061483,0.020336181213726826,0.030429030762641574,0.10639675064428977,0.019927569037450514,0.026339857531991164,0.11839772820523393,0.019988555775175915,0.029178290885928253,0.0686771966983998,0.015606742054709804,0.04316979988646716,0.08181285448208292,0.015547896809166897,0.038547648058149545,0.09089413731364192,0.01487664513122791,0.032099678200217384,0.10650463363503175,0.015278425384616882,0.03211333374461546,0.05437623493277879,0.010954604838321962,0.04530564777144497,0.0629832034993886,0.01107971074883361,0.0371546200862387,0.07128104321753484,0.010469859207044163,0.02799797971243664,0.08322724579259401,0.010922257500405076,0.03163498244237714,0.040003436759512706,0.008449686887302205,0.04145555793648482,0.04551224132554497,0.010185198836519846,0.03631062280806572,0.05474152729015723,0.010055999345391512,0.02912790301145028,0.0661413742218872,0.009956557781305221
